"wC"	"wCl"	"wB"	"NewHA"	"Cropkcal"	"Pastkcal"	"EmittedC"	"HabAvgImpac"	"HabStdImpac"	"DelHAvgImpac"	"DelHStdImpac"	"DelQAvgImpac"	"DelQStdImpac"	"ClimRegIndexAvgImpac"	"ClimRegIndexStdImpac"	"Combokcal"	"SimulationFactor"
"0.7"	"0.03"	"0.27"	"108590000"	"5.6486e+14"	"2.6597e+12"	"-1.6468e+10"	"565.17"	"179.47"	"0.38232"	"0.33433"	"-0.95034"	"0.31331"	"0.59125"	"0.18433"	"5.6752e+14"	"AvoidProtAreas"
"0.7"	"0.045"	"0.255"	"108780000"	"5.659e+14"	"2.6669e+12"	"-1.6508e+10"	"566.45"	"182.06"	"0.38023"	"0.33508"	"-0.94777"	"0.31473"	"0.5895"	"0.18542"	"5.6856e+14"	"AvoidProtAreas"
"0.7"	"0.06"	"0.24"	"108980000"	"5.6696e+14"	"2.6749e+12"	"-1.6554e+10"	"567.74"	"184.68"	"0.37804"	"0.33589"	"-0.94515"	"0.31624"	"0.58771"	"0.18656"	"5.6963e+14"	"AvoidProtAreas"
"0"	"0.1"	"0.9"	"109360000"	"5.7597e+14"	"2.8253e+12"	"-2.1515e+10"	"502.02"	"71.642"	"0.32139"	"0.30176"	"-0.88189"	"0.32524"	"0.5259"	"0.20413"	"5.788e+14"	"AvoidProtAreas"
"0.05"	"0.38"	"0.57"	"109220000"	"5.8468e+14"	"3.1253e+12"	"-2.527e+10"	"580.06"	"148.33"	"0.1352"	"0.25273"	"-0.62121"	"0.29603"	"0.34856"	"0.16715"	"5.878e+14"	"AvoidProtAreas"
"0.7"	"0.075"	"0.225"	"109150000"	"5.6789e+14"	"2.683e+12"	"-1.6596e+10"	"568.89"	"186.81"	"0.37615"	"0.33639"	"-0.94276"	"0.31747"	"0.58602"	"0.1876"	"5.7057e+14"	"AvoidProtAreas"
"0.7"	"0.09"	"0.21"	"109190000"	"5.6809e+14"	"2.6876e+12"	"-1.6608e+10"	"570.23"	"189.81"	"0.37377"	"0.33711"	"-0.93991"	"0.31906"	"0.58399"	"0.18891"	"5.7078e+14"	"AvoidProtAreas"
"0.7"	"0.105"	"0.195"	"109350000"	"5.6884e+14"	"2.6953e+12"	"-1.665e+10"	"572.22"	"194.28"	"0.37087"	"0.33843"	"-0.93676"	"0.32082"	"0.58186"	"0.19017"	"5.7153e+14"	"AvoidProtAreas"
"0.7"	"0.12"	"0.18"	"109560000"	"5.6989e+14"	"2.7042e+12"	"-1.6707e+10"	"573.96"	"197.64"	"0.36811"	"0.33968"	"-0.93382"	"0.32231"	"0.57987"	"0.1913"	"5.7259e+14"	"AvoidProtAreas"
"0.7"	"0.135"	"0.165"	"109740000"	"5.7084e+14"	"2.7126e+12"	"-1.6766e+10"	"575.78"	"201.01"	"0.36515"	"0.34045"	"-0.93038"	"0.32388"	"0.57739"	"0.19267"	"5.7355e+14"	"AvoidProtAreas"
"0.7"	"0.15"	"0.15"	"110030000"	"5.7245e+14"	"2.7251e+12"	"-1.6857e+10"	"577.33"	"203.7"	"0.36252"	"0.34106"	"-0.92712"	"0.32543"	"0.57508"	"0.19397"	"5.7517e+14"	"AvoidProtAreas"
"0.7"	"0.165"	"0.135"	"110360000"	"5.7427e+14"	"2.7392e+12"	"-1.6962e+10"	"578.95"	"206.48"	"0.35986"	"0.34175"	"-0.92372"	"0.32715"	"0.57273"	"0.19538"	"5.7701e+14"	"AvoidProtAreas"
"0.7"	"0.18"	"0.12"	"110690000"	"5.7603e+14"	"2.7536e+12"	"-1.707e+10"	"581.26"	"210.38"	"0.35688"	"0.34258"	"-0.92005"	"0.32893"	"0.57018"	"0.19679"	"5.7879e+14"	"AvoidProtAreas"
"0.7"	"0.195"	"0.105"	"110990000"	"5.7757e+14"	"2.7678e+12"	"-1.7179e+10"	"583.46"	"213.78"	"0.35365"	"0.34318"	"-0.91601"	"0.33086"	"0.56733"	"0.19833"	"5.8034e+14"	"AvoidProtAreas"
"0.7"	"0.21"	"0.09"	"111350000"	"5.7948e+14"	"2.7855e+12"	"-1.7321e+10"	"586.09"	"217.78"	"0.34969"	"0.34406"	"-0.9111"	"0.33294"	"0.56392"	"0.19997"	"5.8227e+14"	"AvoidProtAreas"
"0.05"	"0.4275"	"0.5225"	"109320000"	"5.8784e+14"	"3.172e+12"	"-2.6244e+10"	"601.96"	"160.45"	"0.12332"	"0.23997"	"-0.58971"	"0.27785"	"0.3298"	"0.15614"	"5.9101e+14"	"AvoidProtAreas"
"0.7"	"0.225"	"0.075"	"111660000"	"5.811e+14"	"2.8015e+12"	"-1.7454e+10"	"588.54"	"220.97"	"0.34586"	"0.34475"	"-0.90634"	"0.33481"	"0.56057"	"0.20149"	"5.839e+14"	"AvoidProtAreas"
"0.7"	"0.24"	"0.06"	"107980000"	"5.6094e+14"	"2.7064e+12"	"-1.66e+10"	"588.94"	"224.27"	"0.34281"	"0.3468"	"-0.90458"	"0.33684"	"0.55936"	"0.20229"	"5.6365e+14"	"AvoidProtAreas"
"0.7"	"0.255"	"0.045"	"108350000"	"5.6296e+14"	"2.7255e+12"	"-1.6762e+10"	"591.4"	"227.15"	"0.33881"	"0.34727"	"-0.8994"	"0.33864"	"0.55571"	"0.20382"	"5.6568e+14"	"AvoidProtAreas"
"0.7"	"0.27"	"0.03"	"108600000"	"5.643e+14"	"2.7403e+12"	"-1.6894e+10"	"593.77"	"229.93"	"0.33473"	"0.34816"	"-0.89447"	"0.34043"	"0.55233"	"0.20513"	"5.6704e+14"	"AvoidProtAreas"
"0.7"	"0.285"	"0.015"	"109110000"	"5.671e+14"	"2.7667e+12"	"-1.7122e+10"	"596.65"	"232.55"	"0.33002"	"0.34859"	"-0.88823"	"0.34245"	"0.54798"	"0.20675"	"5.6987e+14"	"AvoidProtAreas"
"0.7"	"0.3"	"0"	"109480000"	"5.6919e+14"	"2.788e+12"	"-1.7318e+10"	"599.49"	"234.98"	"0.32532"	"0.34907"	"-0.882"	"0.34422"	"0.54371"	"0.20814"	"5.7198e+14"	"AvoidProtAreas"
"0.75"	"0"	"0.25"	"108640000"	"5.649e+14"	"2.6571e+12"	"-1.6465e+10"	"566.4"	"181.52"	"0.38445"	"0.33451"	"-0.95334"	"0.31181"	"0.59356"	"0.18277"	"5.6756e+14"	"AvoidProtAreas"
"0.75"	"0.0125"	"0.2375"	"108760000"	"5.6558e+14"	"2.6618e+12"	"-1.6488e+10"	"567.24"	"183.2"	"0.38306"	"0.33506"	"-0.95162"	"0.31283"	"0.59241"	"0.18352"	"5.6824e+14"	"AvoidProtAreas"
"0.75"	"0.025"	"0.225"	"108880000"	"5.662e+14"	"2.6668e+12"	"-1.651e+10"	"568.19"	"185.38"	"0.38133"	"0.33573"	"-0.94953"	"0.31404"	"0.591"	"0.18443"	"5.6886e+14"	"AvoidProtAreas"
"0.75"	"0.0375"	"0.2125"	"109100000"	"5.6736e+14"	"2.6746e+12"	"-1.656e+10"	"569.37"	"187.78"	"0.37976"	"0.33626"	"-0.94761"	"0.31503"	"0.58966"	"0.18524"	"5.7004e+14"	"AvoidProtAreas"
"0.05"	"0.475"	"0.475"	"109450000"	"5.9061e+14"	"3.209e+12"	"-2.7363e+10"	"623.02"	"165.96"	"0.11399"	"0.22345"	"-0.56405"	"0.25306"	"0.3136"	"0.1413"	"5.9381e+14"	"AvoidProtAreas"
"0.75"	"0.05"	"0.2"	"109300000"	"5.6838e+14"	"2.6828e+12"	"-1.6605e+10"	"570.84"	"190.98"	"0.37777"	"0.33716"	"-0.94537"	"0.31622"	"0.58815"	"0.18614"	"5.7107e+14"	"AvoidProtAreas"
"0.75"	"0.0625"	"0.1875"	"109390000"	"5.6882e+14"	"2.6877e+12"	"-1.6622e+10"	"572.13"	"193.85"	"0.376"	"0.33794"	"-0.94332"	"0.31741"	"0.58677"	"0.187"	"5.7151e+14"	"AvoidProtAreas"
"0.75"	"0.075"	"0.175"	"109520000"	"5.6945e+14"	"2.6939e+12"	"-1.6653e+10"	"573.61"	"197.14"	"0.37383"	"0.33884"	"-0.94086"	"0.31881"	"0.58511"	"0.18805"	"5.7215e+14"	"AvoidProtAreas"
"0.75"	"0.0875"	"0.1625"	"109610000"	"5.6994e+14"	"2.6992e+12"	"-1.6678e+10"	"574.62"	"198.87"	"0.37221"	"0.3393"	"-0.939"	"0.3197"	"0.58378"	"0.18883"	"5.7264e+14"	"AvoidProtAreas"
"0.75"	"0.1"	"0.15"	"109710000"	"5.7041e+14"	"2.7034e+12"	"-1.6706e+10"	"576.17"	"202.01"	"0.37002"	"0.34032"	"-0.9367"	"0.32086"	"0.5822"	"0.18969"	"5.7311e+14"	"AvoidProtAreas"
"0.75"	"0.1125"	"0.1375"	"109880000"	"5.7126e+14"	"2.7111e+12"	"-1.6755e+10"	"577.4"	"204.2"	"0.36789"	"0.34103"	"-0.93421"	"0.32218"	"0.58045"	"0.19079"	"5.7397e+14"	"AvoidProtAreas"
"0.75"	"0.125"	"0.125"	"1.1e+08"	"5.7193e+14"	"2.7172e+12"	"-1.6797e+10"	"578.63"	"206.45"	"0.36591"	"0.34146"	"-0.93184"	"0.32326"	"0.57874"	"0.19175"	"5.7464e+14"	"AvoidProtAreas"
"0.75"	"0.1375"	"0.1125"	"110210000"	"5.7305e+14"	"2.7257e+12"	"-1.6859e+10"	"580.2"	"209.05"	"0.36384"	"0.34192"	"-0.92922"	"0.32441"	"0.57693"	"0.19266"	"5.7577e+14"	"AvoidProtAreas"
"0.75"	"0.15"	"0.1"	"110370000"	"5.7389e+14"	"2.7342e+12"	"-1.6912e+10"	"582.04"	"212.37"	"0.36168"	"0.3426"	"-0.92664"	"0.32562"	"0.57517"	"0.1936"	"5.7662e+14"	"AvoidProtAreas"
"0.75"	"0.1625"	"0.0875"	"110660000"	"5.7541e+14"	"2.7458e+12"	"-1.7003e+10"	"583.6"	"214.96"	"0.35941"	"0.34315"	"-0.92394"	"0.32694"	"0.57322"	"0.19477"	"5.7816e+14"	"AvoidProtAreas"
"0.05"	"0.5225"	"0.4275"	"109380000"	"5.9106e+14"	"3.2312e+12"	"-2.8076e+10"	"642.25"	"174.12"	"0.10293"	"0.21954"	"-0.54128"	"0.23131"	"0.3012"	"0.12855"	"5.9429e+14"	"AvoidProtAreas"
"0.75"	"0.175"	"0.075"	"110950000"	"5.7699e+14"	"2.7582e+12"	"-1.7096e+10"	"585.23"	"217.56"	"0.3573"	"0.34362"	"-0.92122"	"0.32831"	"0.57133"	"0.19587"	"5.7975e+14"	"AvoidProtAreas"
"0.75"	"0.1875"	"0.0625"	"111200000"	"5.7829e+14"	"2.7697e+12"	"-1.7185e+10"	"587.03"	"220.25"	"0.3547"	"0.34429"	"-0.91815"	"0.32978"	"0.56917"	"0.19708"	"5.8106e+14"	"AvoidProtAreas"
"0.75"	"0.2"	"0.05"	"111500000"	"5.7983e+14"	"2.7838e+12"	"-1.7297e+10"	"589"	"223.02"	"0.35181"	"0.34488"	"-0.91456"	"0.33141"	"0.56668"	"0.19832"	"5.8261e+14"	"AvoidProtAreas"
"0.75"	"0.2125"	"0.0375"	"111710000"	"5.8093e+14"	"2.7946e+12"	"-1.7388e+10"	"590.8"	"225.49"	"0.34886"	"0.34542"	"-0.91089"	"0.33288"	"0.56414"	"0.19943"	"5.8372e+14"	"AvoidProtAreas"
"0.75"	"0.225"	"0.025"	"111920000"	"5.8208e+14"	"2.8071e+12"	"-1.7484e+10"	"592.59"	"227.47"	"0.34624"	"0.34587"	"-0.90746"	"0.33434"	"0.56175"	"0.2006"	"5.8488e+14"	"AvoidProtAreas"
"0.75"	"0.2375"	"0.0125"	"108070000"	"5.6104e+14"	"2.7048e+12"	"-1.6575e+10"	"592.08"	"229.33"	"0.34378"	"0.34806"	"-0.90665"	"0.33589"	"0.56122"	"0.20101"	"5.6374e+14"	"AvoidProtAreas"
"0.75"	"0.25"	"0"	"108430000"	"5.6293e+14"	"2.7224e+12"	"-1.6716e+10"	"594.17"	"231.66"	"0.34077"	"0.34842"	"-0.90264"	"0.33738"	"0.55843"	"0.20222"	"5.6565e+14"	"AvoidProtAreas"
"0.8"	"0"	"0.2"	"109060000"	"5.6693e+14"	"2.6683e+12"	"-1.654e+10"	"570.19"	"189.36"	"0.38251"	"0.33653"	"-0.95146"	"0.31314"	"0.59263"	"0.18332"	"5.696e+14"	"AvoidProtAreas"
"0.8"	"0.01"	"0.19"	"109240000"	"5.6792e+14"	"2.6746e+12"	"-1.6578e+10"	"571.25"	"191.72"	"0.38133"	"0.33703"	"-0.95"	"0.31384"	"0.59168"	"0.18381"	"5.7059e+14"	"AvoidProtAreas"
"0.8"	"0.02"	"0.18"	"109340000"	"5.684e+14"	"2.6795e+12"	"-1.6598e+10"	"572.06"	"193.43"	"0.37993"	"0.33773"	"-0.94852"	"0.31468"	"0.59067"	"0.18443"	"5.7108e+14"	"AvoidProtAreas"
"0.05"	"0.57"	"0.38"	"109330000"	"5.9142e+14"	"3.247e+12"	"-2.8654e+10"	"659.46"	"182.53"	"0.094404"	"0.21692"	"-0.52411"	"0.21137"	"0.29184"	"0.11775"	"5.9466e+14"	"AvoidProtAreas"
"0.8"	"0.03"	"0.17"	"109430000"	"5.6891e+14"	"2.6842e+12"	"-1.6617e+10"	"572.98"	"195.51"	"0.37866"	"0.33817"	"-0.94702"	"0.31555"	"0.58963"	"0.18512"	"5.7159e+14"	"AvoidProtAreas"
"0.8"	"0.04"	"0.16"	"109450000"	"5.6894e+14"	"2.6863e+12"	"-1.6618e+10"	"573.94"	"197.54"	"0.37742"	"0.33863"	"-0.94562"	"0.31634"	"0.58866"	"0.18573"	"5.7163e+14"	"AvoidProtAreas"
"0.8"	"0.05"	"0.15"	"109580000"	"5.696e+14"	"2.6916e+12"	"-1.6648e+10"	"574.89"	"199.39"	"0.37605"	"0.33913"	"-0.94401"	"0.31722"	"0.58756"	"0.18643"	"5.7229e+14"	"AvoidProtAreas"
"0.8"	"0.06"	"0.14"	"109730000"	"5.7037e+14"	"2.6973e+12"	"-1.6683e+10"	"576.09"	"201.85"	"0.37453"	"0.33976"	"-0.94241"	"0.31796"	"0.58643"	"0.18706"	"5.7307e+14"	"AvoidProtAreas"
"0.8"	"0.07"	"0.13"	"109800000"	"5.7071e+14"	"2.7014e+12"	"-1.6702e+10"	"576.79"	"202.85"	"0.37322"	"0.34009"	"-0.94078"	"0.31885"	"0.58527"	"0.1878"	"5.7341e+14"	"AvoidProtAreas"
"0.8"	"0.08"	"0.12"	"109930000"	"5.714e+14"	"2.7063e+12"	"-1.6738e+10"	"577.86"	"205.04"	"0.37162"	"0.3406"	"-0.93897"	"0.31968"	"0.58398"	"0.18851"	"5.741e+14"	"AvoidProtAreas"
"0.8"	"0.09"	"0.11"	"110050000"	"5.7197e+14"	"2.7117e+12"	"-1.677e+10"	"579.06"	"207.28"	"0.3702"	"0.34104"	"-0.93727"	"0.32052"	"0.58281"	"0.18919"	"5.7468e+14"	"AvoidProtAreas"
"0.8"	"0.1"	"0.1"	"110120000"	"5.7226e+14"	"2.7152e+12"	"-1.6791e+10"	"580.23"	"209.28"	"0.36872"	"0.3415"	"-0.93553"	"0.32132"	"0.58162"	"0.18981"	"5.7498e+14"	"AvoidProtAreas"
"0.8"	"0.11"	"0.09"	"110130000"	"5.7222e+14"	"2.717e+12"	"-1.6799e+10"	"581.1"	"211.16"	"0.36728"	"0.34218"	"-0.93407"	"0.32222"	"0.58063"	"0.19042"	"5.7494e+14"	"AvoidProtAreas"
"0.8"	"0.12"	"0.08"	"110220000"	"5.727e+14"	"2.7218e+12"	"-1.6829e+10"	"582.14"	"212.85"	"0.36569"	"0.3426"	"-0.9322"	"0.32312"	"0.57932"	"0.19115"	"5.7542e+14"	"AvoidProtAreas"
"0.05"	"0.6175"	"0.3325"	"109820000"	"5.9469e+14"	"3.2731e+12"	"-2.9257e+10"	"676.75"	"193.95"	"0.087748"	"0.21511"	"-0.51082"	"0.19274"	"0.28474"	"0.10835"	"5.9796e+14"	"AvoidProtAreas"
"0.8"	"0.13"	"0.07"	"110390000"	"5.7359e+14"	"2.7285e+12"	"-1.6882e+10"	"583.57"	"215.51"	"0.36391"	"0.34285"	"-0.92994"	"0.32412"	"0.57769"	"0.19203"	"5.7632e+14"	"AvoidProtAreas"
"0.8"	"0.14"	"0.06"	"110510000"	"5.7431e+14"	"2.7345e+12"	"-1.6923e+10"	"584.49"	"217.13"	"0.36231"	"0.34334"	"-0.92807"	"0.325"	"0.57637"	"0.1928"	"5.7704e+14"	"AvoidProtAreas"
"0.8"	"0.15"	"0.05"	"110660000"	"5.7513e+14"	"2.7425e+12"	"-1.6976e+10"	"586.13"	"219.71"	"0.3604"	"0.34398"	"-0.9258"	"0.32608"	"0.57484"	"0.19363"	"5.7788e+14"	"AvoidProtAreas"
"0.8"	"0.16"	"0.04"	"110860000"	"5.7614e+14"	"2.7513e+12"	"-1.7038e+10"	"587.22"	"221.2"	"0.35887"	"0.34432"	"-0.92385"	"0.32701"	"0.57348"	"0.19439"	"5.7889e+14"	"AvoidProtAreas"
"0.8"	"0.17"	"0.03"	"111110000"	"5.7745e+14"	"2.7609e+12"	"-1.7114e+10"	"588.88"	"224.03"	"0.35714"	"0.34502"	"-0.92175"	"0.32813"	"0.57212"	"0.19521"	"5.8021e+14"	"AvoidProtAreas"
"0.8"	"0.18"	"0.02"	"111360000"	"5.7873e+14"	"2.7707e+12"	"-1.7194e+10"	"590.1"	"225.5"	"0.35552"	"0.34534"	"-0.91979"	"0.32893"	"0.57073"	"0.19587"	"5.815e+14"	"AvoidProtAreas"
"0.8"	"0.19"	"0.01"	"111490000"	"5.7935e+14"	"2.778e+12"	"-1.7249e+10"	"591.38"	"227.2"	"0.35365"	"0.34569"	"-0.91736"	"0.33012"	"0.56905"	"0.19677"	"5.8213e+14"	"AvoidProtAreas"
"0.8"	"0.2"	"0"	"111660000"	"5.803e+14"	"2.7871e+12"	"-1.7318e+10"	"592.66"	"228.86"	"0.35177"	"0.34603"	"-0.91502"	"0.33108"	"0.5674"	"0.19754"	"5.8308e+14"	"AvoidProtAreas"
"0.85"	"0"	"0.15"	"109440000"	"5.6873e+14"	"2.68e+12"	"-1.6611e+10"	"574.03"	"197.58"	"0.38076"	"0.33829"	"-0.94996"	"0.314"	"0.59186"	"0.18359"	"5.7141e+14"	"AvoidProtAreas"
"0.85"	"0.0075"	"0.1425"	"109500000"	"5.6899e+14"	"2.6826e+12"	"-1.6622e+10"	"574.73"	"198.94"	"0.37984"	"0.33861"	"-0.94891"	"0.31456"	"0.59113"	"0.18404"	"5.7167e+14"	"AvoidProtAreas"
"0.05"	"0.665"	"0.285"	"110150000"	"5.9663e+14"	"3.2913e+12"	"-2.9612e+10"	"690.17"	"206.81"	"0.083079"	"0.21615"	"-0.50196"	"0.18004"	"0.28075"	"0.10258"	"5.9992e+14"	"AvoidProtAreas"
"0.85"	"0.015"	"0.135"	"109600000"	"5.6954e+14"	"2.6865e+12"	"-1.6644e+10"	"575.31"	"200.15"	"0.37895"	"0.33888"	"-0.94781"	"0.31512"	"0.59038"	"0.18452"	"5.7222e+14"	"AvoidProtAreas"
"0.85"	"0.0225"	"0.1275"	"109720000"	"5.7014e+14"	"2.6912e+12"	"-1.6671e+10"	"576.08"	"201.48"	"0.37785"	"0.33937"	"-0.94665"	"0.31577"	"0.58957"	"0.18503"	"5.7283e+14"	"AvoidProtAreas"
"0.85"	"0.03"	"0.12"	"109770000"	"5.704e+14"	"2.694e+12"	"-1.6681e+10"	"576.68"	"202.59"	"0.37704"	"0.33969"	"-0.94568"	"0.31632"	"0.58891"	"0.18546"	"5.7309e+14"	"AvoidProtAreas"
"0.85"	"0.0375"	"0.1125"	"109820000"	"5.7065e+14"	"2.6969e+12"	"-1.6693e+10"	"577.34"	"203.86"	"0.37615"	"0.33979"	"-0.94452"	"0.31691"	"0.58806"	"0.18598"	"5.7335e+14"	"AvoidProtAreas"
"0.85"	"0.045"	"0.105"	"109980000"	"5.7151e+14"	"2.702e+12"	"-1.6732e+10"	"578.3"	"205.8"	"0.37522"	"0.34006"	"-0.94347"	"0.31735"	"0.58732"	"0.18638"	"5.7421e+14"	"AvoidProtAreas"
"0.85"	"0.0525"	"0.0975"	"1.1e+08"	"5.7158e+14"	"2.7036e+12"	"-1.6737e+10"	"578.87"	"206.89"	"0.37428"	"0.34034"	"-0.94242"	"0.31794"	"0.58655"	"0.18688"	"5.7429e+14"	"AvoidProtAreas"
"0.85"	"0.06"	"0.09"	"110080000"	"5.7191e+14"	"2.7068e+12"	"-1.6755e+10"	"579.75"	"208.51"	"0.3732"	"0.34078"	"-0.94127"	"0.31853"	"0.58575"	"0.18732"	"5.7462e+14"	"AvoidProtAreas"
"0.85"	"0.0675"	"0.0825"	"110150000"	"5.7227e+14"	"2.71e+12"	"-1.6776e+10"	"580.44"	"209.8"	"0.37212"	"0.34125"	"-0.94012"	"0.31911"	"0.58495"	"0.18781"	"5.7498e+14"	"AvoidProtAreas"
"0.85"	"0.075"	"0.075"	"110200000"	"5.7248e+14"	"2.7134e+12"	"-1.679e+10"	"581.25"	"211.26"	"0.37109"	"0.34153"	"-0.93882"	"0.3198"	"0.58407"	"0.18835"	"5.752e+14"	"AvoidProtAreas"
"0.85"	"0.0825"	"0.0675"	"110260000"	"5.7275e+14"	"2.7163e+12"	"-1.6807e+10"	"581.85"	"212.33"	"0.37006"	"0.3418"	"-0.93756"	"0.32044"	"0.58319"	"0.18889"	"5.7547e+14"	"AvoidProtAreas"
"0.05"	"0.7125"	"0.2375"	"111010000"	"6.0125e+14"	"3.3256e+12"	"-2.9983e+10"	"701.09"	"217.18"	"0.081552"	"0.21457"	"-0.49933"	"0.17452"	"0.27939"	"0.099575"	"6.0457e+14"	"AvoidProtAreas"
"0.85"	"0.09"	"0.06"	"110330000"	"5.7311e+14"	"2.7192e+12"	"-1.6828e+10"	"582.7"	"213.97"	"0.36917"	"0.34214"	"-0.93654"	"0.32093"	"0.58249"	"0.18928"	"5.7583e+14"	"AvoidProtAreas"
"0.85"	"0.0975"	"0.0525"	"110400000"	"5.7346e+14"	"2.7221e+12"	"-1.685e+10"	"583.39"	"215.42"	"0.368"	"0.34255"	"-0.93518"	"0.32163"	"0.58156"	"0.18982"	"5.7618e+14"	"AvoidProtAreas"
"0.85"	"0.105"	"0.045"	"110480000"	"5.7388e+14"	"2.7264e+12"	"-1.6876e+10"	"584.34"	"217.23"	"0.3668"	"0.34297"	"-0.93381"	"0.32232"	"0.58064"	"0.19031"	"5.7661e+14"	"AvoidProtAreas"
"0.85"	"0.1125"	"0.0375"	"110520000"	"5.7406e+14"	"2.7288e+12"	"-1.6892e+10"	"585.28"	"218.88"	"0.36567"	"0.34336"	"-0.93252"	"0.32294"	"0.57976"	"0.1908"	"5.7679e+14"	"AvoidProtAreas"
"0.85"	"0.12"	"0.03"	"110590000"	"5.7444e+14"	"2.7325e+12"	"-1.6916e+10"	"586.1"	"220.02"	"0.3645"	"0.34375"	"-0.93109"	"0.32365"	"0.5788"	"0.1913"	"5.7718e+14"	"AvoidProtAreas"
"0.85"	"0.1275"	"0.0225"	"110650000"	"5.7468e+14"	"2.7355e+12"	"-1.6937e+10"	"587.16"	"222"	"0.3632"	"0.34414"	"-0.92966"	"0.32429"	"0.5778"	"0.19178"	"5.7741e+14"	"AvoidProtAreas"
"0.85"	"0.135"	"0.015"	"110790000"	"5.7543e+14"	"2.7417e+12"	"-1.6981e+10"	"588.27"	"223.78"	"0.36195"	"0.34456"	"-0.92816"	"0.32503"	"0.5768"	"0.19234"	"5.7817e+14"	"AvoidProtAreas"
"0.85"	"0.1425"	"0.0075"	"110870000"	"5.7585e+14"	"2.7464e+12"	"-1.7011e+10"	"589.28"	"225.26"	"0.36069"	"0.34496"	"-0.92667"	"0.32566"	"0.57578"	"0.19283"	"5.786e+14"	"AvoidProtAreas"
"0.85"	"0.15"	"0"	"110950000"	"5.7629e+14"	"2.7507e+12"	"-1.7042e+10"	"590.01"	"226.31"	"0.35948"	"0.34531"	"-0.9251"	"0.32648"	"0.57473"	"0.19344"	"5.7904e+14"	"AvoidProtAreas"
"0.9"	"0"	"0.1"	"109800000"	"5.7032e+14"	"2.6903e+12"	"-1.6683e+10"	"577.41"	"203.83"	"0.37923"	"0.3395"	"-0.94859"	"0.31472"	"0.59106"	"0.18399"	"5.7301e+14"	"AvoidProtAreas"
"0.05"	"0.76"	"0.19"	"111350000"	"6.0313e+14"	"3.347e+12"	"-3.0221e+10"	"710.97"	"226.41"	"0.081196"	"0.21201"	"-0.49715"	"0.16985"	"0.27814"	"0.09705"	"6.0648e+14"	"AvoidProtAreas"
"0.9"	"0.005"	"0.095"	"109830000"	"5.7049e+14"	"2.6921e+12"	"-1.669e+10"	"578.02"	"205.2"	"0.37856"	"0.33977"	"-0.94787"	"0.3151"	"0.59056"	"0.18429"	"5.7318e+14"	"AvoidProtAreas"
"0.9"	"0.01"	"0.09"	"109950000"	"5.7113e+14"	"2.6963e+12"	"-1.6718e+10"	"578.58"	"206.23"	"0.37802"	"0.33992"	"-0.94713"	"0.31546"	"0.59006"	"0.18459"	"5.7382e+14"	"AvoidProtAreas"
"0.9"	"0.015"	"0.085"	"109950000"	"5.711e+14"	"2.6967e+12"	"-1.6716e+10"	"579.02"	"207.1"	"0.37741"	"0.3401"	"-0.94644"	"0.31583"	"0.58956"	"0.1849"	"5.7379e+14"	"AvoidProtAreas"
"0.9"	"0.02"	"0.08"	"109990000"	"5.7129e+14"	"2.6983e+12"	"-1.6724e+10"	"579.41"	"207.91"	"0.37688"	"0.34027"	"-0.9458"	"0.31615"	"0.58911"	"0.18518"	"5.7399e+14"	"AvoidProtAreas"
"0.9"	"0.025"	"0.075"	"110040000"	"5.7156e+14"	"2.7006e+12"	"-1.6736e+10"	"579.86"	"208.73"	"0.37633"	"0.34038"	"-0.94516"	"0.31653"	"0.58862"	"0.18555"	"5.7426e+14"	"AvoidProtAreas"
"0.9"	"0.03"	"0.07"	"110120000"	"5.7197e+14"	"2.7037e+12"	"-1.6756e+10"	"580.29"	"209.43"	"0.37561"	"0.34069"	"-0.94439"	"0.31694"	"0.5881"	"0.18588"	"5.7467e+14"	"AvoidProtAreas"
"0.9"	"0.035"	"0.065"	"110180000"	"5.7229e+14"	"2.7059e+12"	"-1.6772e+10"	"580.65"	"210.05"	"0.37511"	"0.3409"	"-0.94385"	"0.31716"	"0.58774"	"0.18604"	"5.75e+14"	"AvoidProtAreas"
"0.9"	"0.04"	"0.06"	"110170000"	"5.7224e+14"	"2.707e+12"	"-1.6771e+10"	"581.24"	"211.23"	"0.37438"	"0.34115"	"-0.94297"	"0.31762"	"0.58714"	"0.18638"	"5.7495e+14"	"AvoidProtAreas"
"0.9"	"0.045"	"0.055"	"110260000"	"5.7268e+14"	"2.7101e+12"	"-1.6791e+10"	"581.65"	"211.94"	"0.37381"	"0.3414"	"-0.94229"	"0.31802"	"0.58669"	"0.1867"	"5.7539e+14"	"AvoidProtAreas"
"0.9"	"0.05"	"0.05"	"110300000"	"5.7286e+14"	"2.7117e+12"	"-1.6802e+10"	"582.12"	"212.77"	"0.37311"	"0.34167"	"-0.94148"	"0.31845"	"0.58614"	"0.18702"	"5.7557e+14"	"AvoidProtAreas"
"0.05"	"0.8075"	"0.1425"	"111790000"	"6.0528e+14"	"3.3603e+12"	"-3.0344e+10"	"717.24"	"234.07"	"0.078543"	"0.21385"	"-0.49614"	"0.16847"	"0.27802"	"0.0963"	"6.0864e+14"	"AvoidProtAreas"
